timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4544;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4572;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4615;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4538;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4521;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4605;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4520;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4560;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4495;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4835;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4568;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4493;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4623;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4563;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4492;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4658;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4802;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4534;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4493;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4584;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4562;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4500;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4610;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4562;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4496;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4650;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4583;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4539;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4495;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4690;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4540;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4496;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4614;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4534;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4488;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4488;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4663;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4534;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4529;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;6284;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4726;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4575;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending;50;Middle;Unknown;SINGLE;4609;;;;;
;;;;;;;;;AVG;4605;;;;;
;;;;;;;;;MIN;4488;;;;;
;;;;;;;;;MAX;6284;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6223;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6223;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6136;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6268;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6132;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6150;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6217;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6151;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;7013;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6146;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6170;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6183;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6134;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6270;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6247;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6127;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6177;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6134;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6204;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6137;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6180;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6286;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6111;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6868;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6140;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;7365;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6157;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6390;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6146;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6095;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6184;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6172;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6530;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;7195;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6365;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6490;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6140;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6311;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6838;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6977;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6106;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6185;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6137;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6135;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6176;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6124;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6244;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6125;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6147;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Ascending50Per;50;Middle;Unknown;SINGLE;6208;;;;;
;;;;;;;;;AVG;6299;;;;;
;;;;;;;;;MIN;6095;;;;;
;;;;;;;;;MAX;7365;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5090;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5212;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5240;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5123;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5029;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;4994;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5107;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;4999;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5055;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5109;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5147;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5147;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5203;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5026;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5081;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5384;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5037;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5046;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5217;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5034;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5061;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5156;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5029;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5046;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5057;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5025;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5076;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5146;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5029;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5046;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5127;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5052;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5034;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5064;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5036;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5066;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5100;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5019;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5056;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5090;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5046;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5055;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5037;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5258;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5002;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;4993;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5207;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5029;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5044;;;;;
19.04.2026 17:58;QuickSort;Array;50000;int;Descending;50;Middle;Unknown;SINGLE;5144;;;;;
;;;;;;;;;AVG;5088;;;;;
;;;;;;;;;MIN;4993;;;;;
;;;;;;;;;MAX;5384;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14450;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14193;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13922;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14623;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13215;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14184;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13172;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;12523;;;;;
19.04.2026 17:58;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13826;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;12917;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13459;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13091;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13876;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;15015;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13587;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;15238;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14814;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13324;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13074;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13557;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13681;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13675;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;14738;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13172;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;19094;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13177;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13594;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13123;;;;;
19.04.2026 17:59;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;12728;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;17481;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;12862;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13308;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13389;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13110;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13222;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13487;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13987;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13557;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13463;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13924;;;;;
19.04.2026 18:00;QuickSort;SinglyList;50000;int;Random;50;Middle;Unknown;SINGLE;13173;;;;;
