timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;Right;Left;Random;Middle
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;original;SINGLE;6317;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;original;SINGLE;6367;;;;;;;
;;;;;;;;;AVG;6446;;;;;;;
;;;;;;;;;MIN;6258;;;;;;;
;;;;;;;;;MAX;7708;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5354;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5323;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5283;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5403;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5311;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5307;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5336;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5267;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5888;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5369;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5292;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5434;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5329;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5315;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5613;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5284;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5284;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5352;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5286;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5286;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5417;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5258;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5312;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5435;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5272;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5261;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5525;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5292;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5550;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5264;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5259;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5372;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5256;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5258;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5460;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5269;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5257;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5658;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5283;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5303;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5491;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5277;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5305;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5365;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5272;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5308;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5381;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5273;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5406;;;;;;;
18.04.2026 23:36;ShellSort;Array;25000;int;Random;50;Unknown;Knutha;SINGLE;5283;;;;;;;
;;;;;;;;;AVG;5352;;;;;;;
;;;;;;;;;MIN;5256;;;;;;;
;;;;;;;;;MAX;5888;;;;;;;
