timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8210;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8301;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8184;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;9372;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8230;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8292;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8247;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8251;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8335;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;9579;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8348;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8232;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8702;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8442;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8269;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8216;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8319;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8251;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8261;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8187;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8484;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8324;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8242;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8214;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8269;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8482;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8230;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8234;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8191;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8289;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8186;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8442;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8244;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8430;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8205;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8273;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8216;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8362;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8335;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8240;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8362;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8195;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8332;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8225;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8275;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8268;;;;;;;
19.04.2026 18:01;QuickSort;Array;50000;unsignedInt;Random;50;Middle;Unknown;SINGLE;8324;;;;;;;
;;;;;;;;;AVG;8337;;;;;;;
;;;;;;;;;MIN;8184;;;;;;;
;;;;;;;;;MAX;9579;;;;;;;
