timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2391415;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2387061;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2356077;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2397622;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2367225;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2367417;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2305763;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2314868;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2399698;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2331561;;;;;;;;
18.04.2026 23:39;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2343382;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2355545;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2373357;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2325138;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2357075;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2383136;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2309151;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2321455;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2364786;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2347987;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2341839;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2335424;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2414278;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2318245;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2331764;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2396248;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2409831;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2462683;;;;;;;;
18.04.2026 23:40;BucketSort;Array;100000;int;Random;50;Unknown;Unknown;SINGLE;2441354;;;;;;;;
;;;;;;;;;AVG;2357476;;;;;;;;
;;;;;;;;;MIN;2297428;;;;;;;;
;;;;;;;;;MAX;2462683;;;;;;;;
18.04.2026 23:25;BucketSort;SinleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40785;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;43485;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41504;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41164;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41459;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40851;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41539;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41672;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;42342;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41257;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41024;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40889;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40827;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40828;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40684;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41202;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40722;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40792;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41056;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;41016;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;43182;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;51276;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;44801;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;47893;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;43514;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;44207;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;50804;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;44522;;;;;;;;
18.04.2026 23:25;BucketSort;SingleList;10000;int;Random;50;Unknown;Unknown;SINGLE;40692;;;;;;;;
